Normalized microRNA counts            		Counts for each miRNA were tabulated and adjusted to counts per million miRNAs passing the mismatch filter.																																				
																																						
"Abbreviations: HC, healthy controls; GBM, glioblastoma; GII-III, glioma grade II-III"																																						
miRNA	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HC8	HC9	HC10	HC11	HC12	HC13	HC14	HC15	HC16	GBM1	GBM2	GBM3	GBM4	GBM5	GBM6	GBM7	GBM8	GBM9	GBM10	GBM11	GBM12	GII-III.1	GII-III.2	GII-III.3	GII-III.4	GII-III.5	GII-III.6	GII-III.7	GII-III.8	GII-III.9	GII-III.10
hsa-miR-6076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6087	2.4	0	0	1.8	0.3	1.6	4.2	5.2	15.1	0	0.1	0	3.9	0	0.9	0.8	0	1.5	0.9	0.4	0	0	7.1	4.2	8.7	69.2	1.6	9.1	0	0	1.1	0	25.6	0.5	1.2	1.9	13	0.8
hsa-miR-609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-610	0	0	0.6	1.3	1.8	0	1.4	1	0	0	1	0.7	0.4	0	1.1	1.4	0.5	1.5	0.9	0.4	0	0	3	8.3	2	0	0.8	0	6.4	0	1.1	0	0	0	0	0	1.2	6.5
hsa-miR-612	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6125	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0
hsa-miR-6126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
hsa-miR-6129	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6130	2.4	0	0.6	4.5	0.6	0.8	0	0	3	0	0.6	0	1.8	1.6	1.1	0.5	1.6	2.9	2.8	2.7	2.4	0	1.8	0	0.7	0	0	0	3.2	0	0	0	0	1.5	0.6	0	0	0
hsa-miR-6131	0	0	0	0	0.9	0	0	0	0	0	0.3	1.4	0.4	0	0.4	0.2	0	0	1.9	0	4.7	0	0	0	0	0	0.8	0	0	0	0	0	0	0	2.4	0	0	0
hsa-miR-6132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6134	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.5	1.5	0	0.8	2.4	0	0	0	0.7	0	0	0	0	0	0	0	0	1.5	0	0	0	0
hsa-miR-615-3p	4.8	0	0	1.3	0	1.6	0	2.1	0	0	1.6	0.7	0	0.8	0.4	0	0.5	0	0	4.7	0	0	0	0	0	13.8	1.6	0	0	10.9	0.4	0	0	1	0	0	0	3.2
hsa-miR-615-5p	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-616-3p	0	0	0	0	0.6	0.8	0	1	0	0	0.5	1.4	2.1	0	1.7	0	0	1.5	0	2.7	0	0	1.2	8.3	0.7	0	0	3	0	0	0.8	0	4.3	0	1.8	11.4	5.9	4.1
hsa-miR-616-5p	0	0	0.6	0	0	0	0	0	0	0	1	0.7	0.2	0	2.2	0.3	0.5	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0.8	0	0	1	0	0	0	0
hsa-miR-618	9.7	4.1	1.7	4	0.9	8.6	3.5	2.1	9.1	5.6	4.7	0.7	1	2.4	10.4	4.2	0.5	10.2	8.3	54.8	7.1	22.5	12.5	33.3	43.3	27.7	3.2	6.1	0	43.6	15	8.5	12.8	5	8.8	1.9	8.3	4.1
hsa-miR-622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-624-3p	0	0	0	0	0	2.3	0	0	0	0	0.3	0	0	0	0.9	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-624-5p	4.8	0	8.3	2.7	6.6	12.5	7	0	0	25.2	8.6	2.9	5.7	4	6.3	1.8	4.9	11.7	3.7	4.7	4.7	11.2	6	12.5	14	0	4.8	3	1.6	0	5.3	0	0	1	0.6	0	0	3.2
hsa-miR-625-3p	106.5	78.4	108	391.7	81.8	157.7	27.3	37.2	102.6	234.8	215.2	101.3	43	188.1	220	62.8	69.1	134.4	58.3	91.1	49.6	44.9	54.8	37.4	92	69.2	65.3	21.3	49.2	163.4	155.4	51.2	55.5	62.1	47	121.6	103.1	58.4
hsa-miR-625-5p	19.4	12.4	8.3	28.8	16.4	29.2	18.2	18.6	31.7	16.8	15.6	5.8	15.8	25.7	21.7	23	19.2	40.9	9.3	31.7	18.9	44.9	19	12.5	38.7	27.7	16.9	36.5	9.5	76.3	51.8	25.6	25.6	14	34.7	13.3	27.3	30.8
hsa-miR-627-3p	2.4	12.4	2.2	0.9	0.6	1.6	0	0	7.5	2.8	0.9	0.7	0.4	0	0.2	1.8	1.6	1.5	0	1.2	2.4	0	0	0	0	0	0	0	1.6	0	1.1	0	4.3	0.5	1.2	0	0	0
hsa-miR-627-5p	0	0	0.6	1.3	0	1.2	0.7	2.1	0	0	0.4	0.7	0.4	0	0.7	1	0.5	1.5	0	1.2	0	0	0	0	4.7	0	0	0	0	0	2.3	0	0	0.5	0	0	0	0
hsa-miR-628-3p	91.9	148.6	104.7	89.5	95.2	79	92.5	98.2	102.6	162.1	146.2	150.5	184.1	94.8	99.5	146.6	118	80.4	124	68.1	101.6	157.2	99.4	25	105.3	41.5	125	42.6	87.3	98	87.8	102.4	111	98.6	132.8	93.1	137.5	83.6
hsa-miR-628-5p	7.3	12.4	16	6.3	7.2	14	4.9	3.1	0	19.6	23.3	13	15.6	11.3	16.3	6.6	14.3	11.7	13.9	14.5	2.4	11.2	7.7	4.2	17.3	13.8	10.5	3	7.9	0	9.8	25.6	0	8	7.1	5.7	7.1	6.5
hsa-miR-629-3p	0	4.1	0.6	0	0	0.4	1.4	0	0	0	0.6	0	0	0	0	0.5	0.5	2.9	0	0.8	0	0	0	0	6.7	0	0	0	1.6	0	1.5	0	0	0.5	0	0	0	0
hsa-miR-629-5p	329.1	330.2	277.2	374.1	334.3	169.4	839.8	923.4	603.8	254.4	198.8	345.2	362	342.4	294.1	532.7	215.6	337.6	255.4	578.6	668.8	1549.6	700.1	761.4	662.5	2767.4	771.9	1493.1	284.3	1220.2	672.6	639.9	820	195.2	605.8	1054.7	926.7	2054.9
hsa-miR-632	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-636	0	0	0	0	0	0.8	4.2	0	0	0	0.6	0	0.6	0	0.2	0	1.1	0	1.9	0.8	2.4	0	3.6	0	4	0	0.8	15.2	3.2	0	0.4	0	0	1	0	0	0	6.5
hsa-miR-637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-641	16.9	8.3	28.7	17.5	14.6	16.7	30.1	37.2	13.6	30.7	37.8	60.1	22.9	16.1	47.5	19.7	35.1	21.9	14.8	8.2	4.7	11.2	4.8	4.2	22.7	41.5	8.1	21.3	4.8	32.7	23.3	59.7	12.8	16	17.6	13.3	10.7	15.4
hsa-miR-642a-3p	0	0	0.6	0	2.1	2.3	0	0	4.5	0	0.1	0.7	0.8	0	0	0.8	4.9	1.5	0	9.8	0	0	0	8.3	0	0	0.8	3	1.6	0	0	0	0	1.5	0	0	0	0
hsa-miR-642a-5p	0	0	0	0	0	0	0	2.1	0	0	0.5	1.4	0.6	0	0	0	1.6	0	0	0.4	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-642b-3p	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-642b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-643	0	4.1	2.2	0.4	1.8	0	2.1	0	0	5.6	0.6	0	1.2	0.8	1.3	1.4	3.3	4.4	0	0.8	4.7	0	6	0	2	0	0.8	3	0	0	1.5	8.5	0	1.5	2.4	1.9	1.2	0
hsa-miR-644a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6499-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6500-3p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.3	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0
hsa-miR-6501-3p	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0.2	0	0.5	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0.4	0	0	0	0	1.9	3.6	0
hsa-miR-6501-5p	0	0	1.1	0	0	1.9	10.5	3.1	1.5	0	0.6	0	1	0	0.7	2.4	1.6	2.9	3.7	6.3	7.1	0	8.9	8.3	3.3	0	0.8	6.1	0	0	3	0	0	1	1.2	5.7	3.6	8.1
hsa-miR-6503-3p	0	0	0	0.4	0	1.9	0	0	0	0	0.4	3.6	0	0.8	0.2	1.1	0	7.3	0	3.5	2.4	11.2	0	0	0	0	3.2	6.1	0	0	3.4	0	4.3	1	2.4	1.9	3.6	0.8
hsa-miR-6503-5p	0	0	0	0.4	0	1.2	0	0	0	0	0.3	0.7	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	1.8	0	0	0
hsa-miR-6504-5p	0	0	0	0	0	1.2	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6505-3p	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6505-5p	2.4	0	1.1	2.7	0.6	0.4	0	0	0	0	1.3	0	0.6	2.4	0.7	4.6	1.6	0	3.7	2.3	0	0	3	0	0	0	1.6	0	1.6	0	4.9	0	0	1.5	0	0	0	3.2
hsa-miR-6506-5p	0	0	0	0.4	0	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6508-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.4	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6508-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6509-3p	0	0	0	0.4	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0
hsa-miR-6509-5p	0	0	0.6	0	1.2	0	0	0	0	0	0.3	0	1	3.2	0.9	0.6	0	0	0	2	0	0	1.2	0	2	0	2.4	0	0	0	0.8	0	0	0.5	0	0	0	0
hsa-miR-651-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-651-5p	58.1	28.9	44.6	40	28.4	41.3	27.3	20.7	4.5	41.9	37.8	36.9	16.4	43.4	35.5	24.9	37.3	29.2	29.6	73.9	21.3	0	29.2	49.9	36	0	8.9	48.7	36.5	32.7	31.9	68.3	4.3	18.5	31.7	30.4	27.3	38.1
hsa-miR-6510-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6510-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0
hsa-miR-6511a-3p	7.3	0	9.9	12.1	7.5	9.7	2.8	3.1	6	11.2	15.1	14.5	4.5	12.9	10.4	10.2	6	8.8	3.7	1.6	4.7	0	1.8	0	3.3	0	11.3	0	4.8	0	3.4	0	4.3	7	4.7	0	2.4	3.2
hsa-miR-6511a-5p	0	0	0	0.4	0.6	0.8	12.6	0	0	0	0.8	1.4	1.2	0.8	1.1	1	2.7	0	1.9	1.2	2.4	0	1.2	0	0	0	0.8	3	0	21.8	4.5	0	0	1	0	1.9	0	4.9
hsa-miR-6511b-3p	0	0	1.7	1.8	0	2.7	0	0	0	0	3.2	2.9	1.4	1.6	2.2	3	1.6	0	0	0.8	0	0	2.4	0	0.7	0	0	0	0	0	3.4	0	0	1.5	3.5	1.9	0	1.6
hsa-miR-6511b-5p	0	0	0	0	0.6	0	0	0	0	0	0.1	0	0.2	0	0	0.2	1.1	0	0	0.4	0	0	0	0	0	0	0.8	0	0	0	0.8	0	0	0	0	0	0	0.8
hsa-miR-6512-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6513-3p	16.9	8.3	4.4	7.6	2.7	3.1	5.6	1	10.6	5.6	9.2	3.6	5.7	9.6	10.4	6.6	7.1	1.5	5.6	3.5	9.5	0	0.6	0	6	13.8	12.9	3	1.6	0	3	0	0	3	7.1	13.3	11.9	3.2
hsa-miR-6513-5p	2.4	0	0.6	2.7	0	1.2	4.2	1	0	5.6	4.7	2.2	2	1.6	2.8	1.3	3.8	0	0.9	1.6	0	0	0.6	0	4.7	0	0	0	0	0	4.1	0	4.3	1.5	0	0	0	5.7
hsa-miR-6514-3p	0	0	0	0.9	0	0.8	0.7	4.1	9.1	0	0.4	0.7	0.6	0	1.3	0.8	0	0	0	0	0	0	0	0	3.3	0	0	0	1.6	0	0.4	0	4.3	0	0	3.8	1.2	0.8
hsa-miR-6514-5p	0	4.1	6.1	4.9	9.6	3.1	7.7	14.5	25.7	5.6	3.4	5.8	4.5	2.4	1.7	5.8	5.5	0	7.4	6.7	2.4	0	10.7	0	4	41.5	8.1	18.2	4.8	10.9	3	0	12.8	8	8.2	9.5	11.9	5.7
hsa-miR-6515-3p	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6515-5p	7.3	0	5.5	2.7	5.4	1.9	10.5	18.6	12.1	2.8	3.7	4.3	7.2	4	3.7	5.6	4.4	1.5	0.9	4.7	9.5	44.9	2.4	4.2	2	0	6.5	9.1	0	10.9	4.1	17.1	38.4	5	9.4	5.7	15.4	11.4
hsa-miR-6516-3p	2.4	4.1	6.1	0	3.3	1.6	2.8	1	1.5	2.8	2.3	0.7	4.5	0	2	5.1	2.7	0	4.6	5.5	9.5	0	2.4	0	6.7	0	4.8	3	6.4	10.9	5.3	8.5	0	8.5	7.6	3.8	4.7	4.9
hsa-miR-6516-5p	0	12.4	13.2	4.5	7.2	5.8	11.9	22.7	13.6	19.6	13.2	11.6	14.3	5.6	7.8	11.8	12.1	7.3	3.7	10.6	2.4	0	8.3	0	3.3	0	13.7	9.1	11.1	0	15.8	25.6	12.8	9.5	6.5	3.8	20.1	6.5
hsa-miR-652-3p	196	198.1	197.8	239.7	133.1	292	429.7	346.4	280.8	444.5	517.1	353.9	256.4	162.4	406.2	222.3	109.2	133	161	111.9	200.9	572.7	201.2	174.7	835.2	650.3	498.5	346.7	123.9	708.1	541.2	656.9	495.4	121.6	289.7	254.6	374.5	451.1
hsa-miR-652-5p	0	4.1	0	0	0	0.4	0	0	0	0	0.8	0	0.4	0	1.3	0	0	0	0	0	0	0	0	0	0	0	3.2	0	1.6	0	0.8	0	0	0	0	1.9	5.9	0
hsa-miR-653-3p	0	0	0	0	0	1.2	0	0	0	0	0.3	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0
hsa-miR-653-5p	0	0	0	0	0	1.6	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0.5	0	0	0	0
hsa-miR-654-3p	336.3	280.6	734.6	517.6	268.4	808.6	49.8	169.6	34.7	304.7	139.6	466.1	300.6	78	678	203.8	127.8	57	130.5	49.3	295.4	67.4	192.3	33.3	86	138.4	20.2	124.7	195.3	163.4	181.3	179.2	277.6	359.8	205.1	142.5	214.5	25.1
hsa-miR-654-5p	29	53.7	77.1	121.4	74.3	58.8	51.9	110.6	18.1	50.3	13	94.8	82.5	4	76.5	65.8	24.7	1.5	41.6	13.3	54.4	44.9	90.5	12.5	40.7	27.7	5.6	133.8	76.2	54.5	90.1	42.7	281.9	80.6	61.7	163.4	181.3	8.1
hsa-miR-655-3p	0	4.1	3.9	2.2	2.1	7.8	0	0	0	2.8	1.8	2.2	0.4	0	9.5	0	0.5	0	2.8	0.8	0	0	0	0	0	0	0	0	1.6	0	2.3	0	0	1	0	0	0	0
hsa-miR-655-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-656-3p	14.5	0	36.4	15.3	3	33.9	0	1	0	16.8	8.4	9.4	8.2	1.6	46.6	3.8	4.9	0	1.9	5.5	4.7	0	2.4	0	2.7	0	0	6.1	15.9	0	5.6	0	4.3	16.5	5.9	13.3	0	0
hsa-miR-656-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-660-3p	0	0	0	0	0.6	2.3	9.1	0	3	2.8	0.8	0.7	1.2	0.8	1.7	0	0.5	0	0	0	0	11.2	3	0	2.7	0	0	0	0	21.8	0	0	0	0	0	1.9	2.4	0
hsa-miR-660-5p	82.3	61.9	78.8	141.2	37.6	364.8	95.3	61	92.1	279.5	197	91.2	48.7	168	256.2	43.6	31.8	76	44.4	64.5	42.5	213.4	79.2	66.6	128	83	117	91.2	30.2	98	78.8	68.3	55.5	47	67.6	43.7	52.1	112
hsa-miR-661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-663a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-663b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664a-3p	12.1	8.3	17.1	5.4	1.8	9	0	5.2	0	11.2	19.1	5.8	3.1	3.2	21.7	2.1	3.8	10.2	7.4	11	2.4	0	0	4.2	2	0	0	0	6.4	0	3	8.5	4.3	10	3.5	1.9	0	0.8
hsa-miR-664a-5p	75	70.2	103.6	75.5	124.8	38.5	145.1	237.8	166	83.9	63.3	91.9	132.1	64.3	46.6	137.4	104.2	86.2	117.5	126.7	92.2	134.7	105.4	58.2	72	27.7	111.3	152	77.8	76.3	109.6	110.9	209.3	105.1	67.6	228	317.6	178.5
hsa-miR-664b-3p	0	0	1.1	0	0	0	0	0	0	0	0.1	1.4	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-664b-5p	4.8	4.1	1.1	10.3	1.2	7.8	4.9	5.2	7.5	0	4.4	2.9	2.3	12.9	0.7	5.1	1.1	4.4	0.9	4.7	2.4	0	3	8.3	8.7	0	4.8	6.1	0	0	1.5	0	4.3	2.5	0	0	26.1	9.7
hsa-miR-665	0	0	0.6	0	0	1.2	0	0	0	0	0	0	0.8	0.8	0.4	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0.4	0	0	0.5	0	0	0	0
hsa-miR-668-3p	0	0	9.4	3.1	6	7.4	21.7	8.3	0	2.8	1.6	3.6	8	0	7.6	11.8	3.8	0	5.6	2	2.4	0	4.8	0	4	27.7	0	6.1	1.6	10.9	10.5	34.1	4.3	6.5	3.5	1.9	4.7	2.4
hsa-miR-671-3p	147.6	169.2	141.6	174	181.8	77.1	86.9	107.5	92.1	137	105.1	107.1	180	242.7	113.8	154.2	84.5	51.1	77.7	62.6	96.9	44.9	144.7	33.3	54.7	69.2	117.8	54.7	73.1	32.7	98.3	128	217.8	92.6	168.1	89.3	145.8	93.3
hsa-miR-671-5p	0	0	2.8	2.2	0	3.1	0.7	5.2	0	0	4.2	2.2	0.4	1.6	2.8	0.5	0.5	1.5	0.9	1.2	0	0	0.6	4.2	4	0	0	0	4.8	0	3	8.5	4.3	2	0	7.6	4.7	4.1
hsa-miR-6715a-3p	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6715b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6716-3p	0	0	5	0.4	2.4	1.9	0	0	0	0	1.4	0	0.6	0.8	0.2	1.9	0	0	0.9	0.4	0	0	0.6	0	0	0	0	0	1.6	0	0	0	0	0.5	0	0	0	1.6
hsa-miR-6716-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6717-5p	0	0	0	0	0.3	0	1.4	0	0	0	0	0	0	0	0	0	0	1.5	0	0.4	0	0	0	0	0.7	0	0	3	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-6718-5p	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6720-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-6721-5p	0	0	1.1	1.8	2.7	0.4	1.4	7.2	4.5	0	1.9	0.7	0.4	3.2	0.7	1.6	2.7	0	0.9	0	0	0	1.2	0	0	0	0	3	0	0	0	0	4.3	1.5	1.2	1.9	4.7	0.8
hsa-miR-6722-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6726-3p	0	0	0	2.2	1.8	4.3	2.8	0	9.1	0	1.5	0	1.4	3.2	1.3	0	0.5	0	0	1.6	0	0	0	0	5.3	0	2.4	0	0	0	2.3	0	4.3	1	0	1.9	2.4	1.6
hsa-miR-6726-5p	4.8	0	0	0.4	0	0	0	0	0	0	0.4	0	1.4	0	0	0	0	0	0	0	0	0	1.2	0	4	0	0	3	0	0	0	0	0	0.5	0	0	0	0.8
hsa-miR-6727-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6727-5p	0	0	0	0	0	0	0	0	7.5	0	0	0	2	0	0.4	0.3	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	1.6
hsa-miR-6728-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
hsa-miR-6728-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6729-3p	0	0	0	0	0	0	0	0	0	2.8	1.1	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6729-5p	0	0	0	0	0	0	0.7	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	4.2	0	55.3	0	3	0	0	0	0	4.3	0	1.8	0	7.1	4.9
hsa-miR-6730-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6730-5p	0	0	0	0.9	0	0	0	0	0	0	0	0	0.8	0	0.4	1.6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6731-3p	0	0	0	0.4	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6731-5p	0	0	0	0	0.6	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6732-3p	0	0	0	0.9	0.3	0.8	0.7	0	0	2.8	1	1.4	1.2	0	0.4	0.8	0.5	0	0	0	2.4	0	0	0	0	0	4.8	0	1.6	0	0	0	0	0	4.1	0	0	0
hsa-miR-6732-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6733-3p	0	0	0	0	0	0	1.4	0	0	0	0.4	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	8.5	0	0	0	0	0	0
hsa-miR-6733-5p	0	0	0.6	0	1.8	0	0	0	0	0	0	0	0.6	0.8	0.2	0.3	0	1.5	0	0.8	0	0	0	8.3	4.7	0	0	0	0	0	1.9	0	4.3	1	8.2	0	0	0
hsa-miR-6734-3p	0	0	0	0	0	0.4	0	0	0	0	0.6	0.7	0.2	0	0	0.3	0	0	0	0	0	0	0.6	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0
